Title,Year,Genre(s),IMDB,Rotten Tomatoes,Metacritic,TMDB,# of IMDB Votes,# of Awards,Gross Domestic Box Office Sales ($),Media,Origin
Inland Empire,2006,"Drama, Fantasy, Mystery",6.8,72,73,7.0,"63,459",4 wins & 20 nominations,"$1,114,878",movie,Domestic
Peaceful Warrior,2006,"Drama, Romance, Sport",7.2,25,40,7.4,"30,139",N/A,"$3,960,414",movie,Foreign
Mirrormask,2005,"Drama, Fantasy",6.7,54,55,6.406,"23,813",5 wins & 2 nominations,"$866,999",movie,Domestic
You Kill Me,2007,"Comedy, Crime, Romance",6.4,79,64,6.1,"19,063",1 win & 3 nominations,"$2,429,367",movie,Foreign
The Hunting Party,2007,"Adventure, Comedy, Drama",6.8,55,54,6.5,"26,101",N/A,"$969,869",movie,Foreign
Killing Me Softly,2002,"Drama, Mystery, Romance",5.4,0,N/A,5.5,"19,691",N/A,N/A,movie,Foreign
Dancer in the Dark,2000,"Crime, Drama, Musical",7.9,70,63,7.9,"118,175",Nominated for 1 Oscar. 34 wins & 48 nominations total,"$4,184,036",movie,Domestic
eXistenZ,1999,"Horror, Mystery, Sci-Fi",6.8,75,68,6.806,"108,602",3 wins & 14 nominations,"$2,856,712",movie,Foreign
The Believer,2001,Drama,7.1,82,75,6.9,"41,633",6 wins & 10 nominations,"$416,925",movie,Foreign
The Human Stain,2003,"Drama, Romance, Thriller",6.2,42,57,6.0,"32,571",3 wins & 5 nominations,"$5,381,908",movie,Domestic
Wonderland,2003,"Crime, Drama, Mystery",6.5,34,43,6.1,"23,658",3 nominations,"$1,060,512",movie,Foreign
Happiness,1998,"Comedy, Drama",7.7,83,81,7.5,"75,223",12 wins & 26 nominations,"$2,982,011",movie,Foreign
Breaking the Waves,1996,Drama,7.8,84,81,7.5,"72,563",Nominated for 1 Oscar. 44 wins & 28 nominations total,"$3,803,298",movie,Domestic
"The Adventures of Priscilla, Queen of the Desert",1994,"Comedy, Music",7.5,94,70,7.3,"56,523",Won 1 Oscar. 11 wins & 19 nominations total,"$11,220,670",movie,Foreign
Sliding Doors,1998,"Comedy, Drama, Fantasy",6.7,65,59,6.6,"72,165",Nominated for 1 BAFTA Award6 wins & 4 nominations total,"$11,841,544",movie,Domestic
Strike!,1998,Comedy,6.6,67,60,6.4,"7,730",N/A,"$913,834",movie,Domestic
Orgazmo,1997,Comedy,6.1,48,48,6.1,"38,334",N/A,"$602,302",movie,Foreign
Short Cuts,1993,"Comedy, Drama",7.6,95,81,7.2,"47,858",Nominated for 1 Oscar. 17 wins & 19 nominations total,"$6,110,979",movie,Foreign
"The Cook, the Thief, His Wife & Her Lover",1989,"Crime, Drama",7.5,86,62,7.3,"42,487",7 wins & 11 nominations,"$7,724,701",movie,Foreign
The Unbearable Lightness of Being,1988,"Drama, Romance",7.3,87,73,6.922,"38,901",Nominated for 2 Oscars. 7 wins & 14 nominations total,"$10,006,806",movie,Foreign
Blood Simple,1984,"Crime, Drama, Thriller",7.5,94,84,7.2,"107,326",5 wins & 7 nominations,"$3,851,855",movie,Foreign
"Paris, Texas",1984,Drama,8.1,94,81,8.1,"124,382",Won 1 BAFTA Award16 wins & 12 nominations total,"$2,366,088",movie,Foreign
Possession,1981,"Drama, Horror",7.3,84,75,7.3,"45,722",5 wins & 4 nominations,"$1,158,473",movie,Foreign
Puberty Blues,1981,"Comedy, Drama",5.9,,,,,,,,Foreign
I Spit on Your Grave,1978,"Horror, Thriller",5.6,51,19,6.0,"31,657",2 wins,N/A,movie,Foreign
"I, Frankenstein",2014,"Action, Fantasy, Sci-Fi",5.1,5,30,5.364,"84,290",1 nomination,"$19,075,290",movie,Foreign
Wicked,2024,"Fantasy, Musical, Romance",N/A,,,,,,,,Foreign
Rooster Cogburn,1975,"Adventure, Drama, Western",6.8,45,N/A,6.4,"13,368",N/A,"$8,022,000",movie,Foreign
Pete's Dragon,1977,"Animation, Adventure, Comedy",6.3,56,46,6.3,"26,813",Nominated for 2 Oscars. 6 nominations total,"$39,588,000",movie,Foreign
The Wiz,1978,"Adventure, Family, Fantasy",5.5,46,53,6.0,"17,491",Nominated for 4 Oscars. 2 wins & 11 nominations total,"$21,049,053",movie,Foreign
Jaws 2,1978,"Adventure, Horror, Thriller",5.8,56,51,6.0,"86,301",N/A,"$81,766,007",movie,Foreign
Being There,1979,"Comedy, Drama",7.9,95,83,7.612,"78,821",Won 1 Oscar. 14 wins & 15 nominations total,"$30,177,511",movie,Foreign
Bachelor Party,1984,Comedy,6.3,54,56,6.3,"42,944",N/A,"$38,435,947",movie,Foreign
The Black Cauldron,1985,"Animation, Action, Adventure",6.3,54,59,6.4,"41,670",N/A,"$21,288,692",movie,Foreign
Cocoon,1985,"Comedy, Drama, Sci-Fi",6.7,82,65,6.623,"69,878",Won 2 Oscars. 7 wins & 11 nominations total,"$76,113,124",movie,Foreign
Fright Night,1985,Horror,7.1,83,62,7.023,"80,857",5 wins & 5 nominations,"$24,922,237",movie,Foreign
The Return of the Living Dead,1985,"Comedy, Horror, Sci-Fi",7.3,91,66,7.2,"70,648",4 nominations,"$14,237,880",movie,Foreign
Return to Oz,1985,"Adventure, Family, Fantasy",6.7,58,42,6.7,"31,036",Nominated for 1 Oscar. 6 nominations total,"$11,137,801",movie,Domestic
Teen Wolf,1985,"Comedy, Fantasy, Romance",6.1,46,25,6.189,"61,007",N/A,"$33,086,611",movie,Foreign
The Color of Money,1986,"Drama, Sport",7.0,88,77,6.9,"94,860",Won 1 Oscar. 3 wins & 10 nominations total,"$52,293,982",movie,Foreign
The Money Pit,1986,Comedy,6.4,50,49,6.5,"63,391",N/A,"$37,499,651",movie,Foreign
Can't Buy Me Love,1987,"Comedy, Drama, Romance",6.8,50,36,6.9,"43,001",1 win & 3 nominations,"$31,623,833",movie,Foreign
Harry and the Hendersons,1987,"Comedy, Family, Fantasy",6.1,45,42,6.089,"38,738",Won 1 Oscar. 2 wins & 7 nominations total,"$29,760,613",movie,Foreign
Less Than Zero,1987,"Crime, Drama",6.4,48,48,6.4,"22,615",1 nomination,"$12,396,383",movie,Foreign
The Big Blue,1988,"Adventure, Drama, Sport",7.5,62,35,7.5,"55,882",3 wins & 6 nominations,"$3,580,882",movie,Domestic
Midnight Run,1988,"Action, Comedy, Crime",7.5,95,78,7.2,"96,644",2 wins & 5 nominations,"$38,413,606",movie,Foreign
"See No Evil, Hear No Evil",1989,"Comedy, Crime",6.8,27,44,6.7,"59,471",N/A,"$46,908,987",movie,Foreign
Tango & Cash,1989,"Action, Comedy, Crime",6.4,31,41,6.45,"115,385",3 nominations,"$63,408,614",movie,Foreign
Turner & Hooch,1989,"Comedy, Crime, Drama",6.2,52,36,6.346,"77,220",1 win & 1 nomination,"$71,079,915",movie,Foreign
Arachnophobia,1990,"Comedy, Horror, Thriller",6.5,93,67,6.4,"76,840",2 wins & 5 nominations,"$53,208,180",movie,Foreign
Dick Tracy,1990,"Action, Comedy, Crime",6.2,62,68,6.1,"66,742",Won 3 Oscars. 9 wins & 36 nominations total,"$103,738,726",movie,Foreign
Gremlins 2: The New Batch,1990,"Comedy, Fantasy, Horror",6.4,71,69,6.5,"114,382",6 nominations,"$41,482,207",movie,Foreign
Marked for Death,1990,"Action, Crime, Drama",5.9,27,49,6.1,"24,738",N/A,"$46,044,396",movie,Foreign
Memphis Belle,1990,"Action, Drama, War",6.9,68,59,6.7,"30,920",Nominated for 1 BAFTA Award1 win & 4 nominations total,"$27,441,977",movie,Domestic
The Witches,1990,"Adventure, Comedy, Family",6.8,94,78,6.9,"55,578",Nominated for 1 BAFTA Award3 wins & 8 nominations total,"$10,360,553",movie,Domestic
Backdraft,1991,"Action, Drama, Mystery",6.7,73,38,6.653,"89,400",Nominated for 3 Oscars. 1 win & 11 nominations total,"$77,868,585",movie,Foreign
City Slickers,1991,"Comedy, Western",6.8,89,70,6.4,"64,172",Won 1 Oscar. 8 wins & 7 nominations total,"$124,033,791",movie,Foreign
Beethoven,1992,"Comedy, Drama, Family",5.7,31,N/A,5.8,"77,456",1 win & 4 nominations,"$57,114,049",movie,Foreign
Boomerang,1992,"Comedy, Drama, Romance",5.6,49,45,5.7,"31,778",1 win & 8 nominations,"$70,052,444",movie,Foreign
Buffy the Vampire Slayer,1992,"Action, Comedy, Fantasy",5.7,36,48,5.6,"50,502",2 nominations,"$16,624,456",movie,Foreign
Encino Man,1992,Comedy,5.8,17,25,5.8,"45,959",1 win & 1 nomination,"$40,693,477",movie,Foreign
Sliver,1993,"Drama, Thriller",5.1,18,38,5.5,"34,521",4 wins & 9 nominations,"$36,300,000",movie,Foreign
In the Line of Fire,1993,"Action, Crime, Drama",7.2,96,74,6.987,"115,948",Nominated for 3 Oscars. 2 wins & 17 nominations total,"$102,314,823",movie,Foreign
Wayne's World 2,1993,"Comedy, Music",6.2,60,60,6.074,"89,091",3 nominations,"$48,197,805",movie,Foreign
Angels in the Outfield,1994,"Comedy, Drama, Family",6.2,31,44,5.9,"35,303",1 win & 4 nominations,"$50,236,831",movie,Foreign
Frankenstein,1994,"Drama, Horror, Romance",6.3,42,49,7.9,"59,944",Nominated for 1 Oscar. 20 nominations total,"$22,006,296",movie,Foreign
Little Women,1994,"Drama, Family, Romance",7.3,87/10,87,7.288,"64,641",Nominated for 3 Oscars. 6 wins & 19 nominations total,"$50,083,616",movie,Foreign
Maverick,1994,"Action, Adventure, Comedy",7.0,68,62,6.9,"120,550",Nominated for 1 Oscar. 1 win & 2 nominations total,"$101,631,272",movie,Foreign
Naked Gun 33 1/3: The Final Insult,1994,"Comedy, Crime",6.5,58,63,6.5,"113,306",3 wins,"$51,132,598",movie,Foreign
The Brady Bunch Movie,1995,Comedy,6.2,64,54,6.1,"24,787",3 nominations,"$46,576,136",movie,Foreign
Assassins,1995,"Action, Crime, Thriller",6.3,16,N/A,6.5,"89,042",1 win & 1 nomination,"$30,303,072",movie,Domestic
Get Shorty,1995,"Comedy, Crime, Thriller",6.9,89,82,6.5,"90,548",6 wins & 16 nominations,"$72,101,622",movie,Foreign
Mighty Morphin Power Rangers,1995,"Action, Adventure, Family",5.3,32,40,5.834,"30,468",1 nomination,"$38,187,431",movie,Foreign
Powder,1995,"Drama, Fantasy, Mystery",6.6,50,N/A,7.0,"33,071",1 win & 1 nomination,"$30,862,156",movie,Foreign
Under Siege 2: Dark Territory,1995,"Action, Adventure, Thriller",5.5,34,52,5.8,"50,826",N/A,"$50,024,083",movie,Foreign
Emma,1996,"Comedy, Drama, Romance",6.6,89,66,6.7,"42,100",Won 1 Oscar. 3 wins & 7 nominations total,"$22,231,658",movie,Domestic
Jack,1996,"Comedy, Drama, Fantasy",5.8,17,31,6.292,"64,756",6 nominations,"$58,620,973",movie,Foreign
The Nutty Professor,1996,"Comedy, Romance, Sci-Fi",5.7,65,62,5.6,"125,628",Won 1 Oscar. 10 wins & 12 nominations total,"$128,814,019",movie,Foreign
Striptease,1996,"Comedy, Crime, Drama",4.6,13,37,5.554,"48,735",8 wins & 4 nominations,"$33,109,743",movie,Foreign
Ransom,1996,"Action, Crime, Thriller",6.7,74,60,6.677,"137,208",3 wins & 5 nominations,"$136,492,681",movie,Foreign
G.I. Jane,1997,"Action, Drama, War",6.0,53,62,6.463,"88,324",2 wins & 3 nominations,"$48,169,156",movie,Foreign
Nothing to Lose,1997,"Action, Adventure, Comedy",6.7,31,N/A,6.5,"49,895",1 win,"$44,480,039",movie,Foreign
A Perfect Murder,1998,"Crime, Drama, Thriller",6.6,55,50,6.5,"93,486",2 wins & 3 nominations,"$67,638,368",movie,Foreign
Six Days Seven Nights,1998,"Action, Adventure, Comedy",5.9,38,51,6.1,"84,435",2 wins & 5 nominations,"$74,339,294",movie,Foreign
The X Files,1998,"Drama, Mystery, Sci-Fi",7.0,66,60,6.875,"110,829",6 wins & 11 nominations,"$83,898,313",movie,Foreign
I Still Know What You Did Last Summer,1998,"Horror, Mystery, Thriller",4.8,7,21,5.4,"79,971",5 wins & 7 nominations,"$40,002,112",movie,Foreign
Simon Birch,1998,"Comedy, Drama, Family",6.8,44,39,6.8,"22,363",3 wins & 3 nominations,"$18,253,415",movie,Foreign
A Simple Plan,1998,"Crime, Drama, Thriller",7.5,90,82,7.2,"77,274",Nominated for 2 Oscars. 16 wins & 24 nominations total,"$16,316,273",movie,Domestic
Snake Eyes,1998,"Crime, Mystery, Thriller",6.1,43,52,6.2,"87,952",1 win & 4 nominations,"$55,591,409",movie,Foreign
Soldier,1998,"Action, Drama, Sci-Fi",6.0,17,N/A,6.4,"60,262",1 nomination,"$14,594,226",movie,Foreign
Urban Legend,1998,"Horror, Mystery, Thriller",5.6,29,35,5.7,"72,903",1 win & 2 nominations,"$38,072,438",movie,Domestic
Vampires,1998,"Action, Horror, Thriller",6.1,44,42,6.3,"64,670",7 wins & 6 nominations,"$20,308,772",movie,Foreign
Bicentennial Man,1999,"Drama, Romance, Sci-Fi",6.9,37,42,7.251,"126,210",Nominated for 1 Oscar. 2 wins & 8 nominations total,"$58,223,861",movie,Domestic
Blue Streak,1999,"Action, Comedy, Crime",6.4,35,46,6.5,"89,934",N/A,"$68,518,533",movie,Domestic
The General's Daughter,1999,"Crime, Drama, Mystery",6.4,21,47,6.4,"64,471",3 wins & 5 nominations,"$102,705,852",movie,Foreign
House on Haunted Hill,1999,"Horror, Mystery, Thriller",5.6,31,28,5.6,"60,723",1 win & 4 nominations,"$40,846,082",movie,Foreign
Message in a Bottle,1999,"Drama, Romance",6.2,32,39,6.3,"40,803",6 nominations,"$52,880,016",movie,Foreign
A Midsummer Night's Dream,1999,"Comedy, Fantasy, Romance",6.4,61/10,61,6.4,"27,263",1 win & 2 nominations,"$16,071,990",movie,Domestic
Driven,2001,"Action, Drama, Sport",4.6,14,29,5.1,"43,531",1 win & 10 nominations,"$32,720,065",movie,Foreign
The Majestic,2001,"Drama, Romance",6.9,42,27,6.7,"58,124",3 wins & 1 nomination,"$27,807,266",movie,Foreign
The Mexican,2001,"Adventure, Comedy, Drama",6.1,54,43,5.925,"117,000",3 wins & 2 nominations,"$66,845,033",movie,Foreign
O,2001,"Drama, Romance, Thriller",6.1,65,53,5.892,"22,061",1 win & 1 nomination,"$16,025,437",movie,Foreign
Out Cold,2001,"Comedy, Sport",6.2,8,22,5.9,"18,641",N/A,"$13,906,394",movie,Foreign
I Spy,2002,"Action, Adventure, Comedy",5.4,57,35,5.4,"53,916",2 wins & 6 nominations,"$33,561,137",movie,Foreign
The Mothman Prophecies,2002,"Drama, Horror, Mystery",6.4,52,52,6.2,"85,885",1 win & 2 nominations,"$35,746,370",movie,Foreign
Spy Kids 2: Island of Lost Dreams,2002,"Action, Adventure, Comedy",5.3,75,66,5.6,"74,876",3 wins & 3 nominations,"$85,846,429",movie,Foreign
Tuck Everlasting,2002,"Drama, Family, Fantasy",6.6,60,66,6.6,"25,685",1 win & 3 nominations,"$19,161,999",movie,Foreign
Undisputed,2002,"Action, Crime, Drama",6.1,49,58,6.5,"34,757",2 nominations,"$12,764,657",movie,Foreign
Basic,2003,"Crime, Drama, Mystery",6.4,21,34,6.5,"67,215",3 nominations,"$26,793,311",movie,Domestic
Bringing Down the House,2003,Comedy,5.6,34,39,5.988,"39,499",4 wins & 13 nominations,"$132,716,677",movie,Foreign
Bulletproof Monk,2003,"Action, Comedy, Fantasy",5.5,23,40,5.5,"52,544",1 nomination,"$23,358,708",movie,Foreign
Dickie Roberts: Former Child Star,2003,Comedy,5.6,22,36,5.0,"15,768",1 win & 1 nomination,"$22,738,671",movie,Foreign
"Legally Blonde 2: Red, White & Blonde",2003,Comedy,4.8,36,47,5.659,"73,968",3 wins & 5 nominations,"$90,186,328",movie,Foreign
The Lizzie McGuire Movie,2003,"Adventure, Comedy, Family",5.5,40,56,6.3,"42,532",2 wins & 3 nominations,"$42,734,455",movie,Foreign
The Haunted Mansion,2003,"Comedy, Family, Fantasy",5.2,13,34,5.7,"57,599",1 win & 4 nominations,"$75,847,266",movie,Foreign
Jersey Girl,2004,"Comedy, Drama, Romance",6.2,43,43,6.2,"71,667",2 wins & 8 nominations,"$25,268,157",movie,Foreign
Taxi,2004,"Action, Comedy, Crime",4.6,9,27,5.6,"45,475",3 wins & 7 nominations,"$36,879,320",movie,Domestic
Vanity Fair,2004,Drama,6.2,51,53,5.8,"23,651",2 wins & 5 nominations,"$16,136,476",movie,Foreign
Are We There Yet?,2005,"Adventure, Comedy, Family",4.8,11,27,5.6,"35,001",1 win & 8 nominations,"$82,674,398",movie,Foreign
Assault on Precinct 13,2005,"Action, Crime, Drama",6.3,60,54,6.2,"82,488",1 win & 2 nominations,"$20,040,895",movie,Domestic
Cursed,2005,"Comedy, Horror",5.1,31/10,31,5.4,"35,348",3 nominations,"$19,297,522",movie,Domestic
Guess Who,2005,"Comedy, Romance",5.9,41,49,6.0,"46,207",16 nominations,"$68,915,888",movie,Foreign
Man of the House,2005,"Comedy, Crime",5.5,9,35,5.7,"25,580",N/A,"$19,699,706",movie,Foreign
Dark Water,2005,"Drama, Horror, Mystery",5.6,47,52,5.7,"65,990",6 nominations,"$25,473,352",movie,Foreign
Deuce Bigalow: European Gigolo,2005,Comedy,4.7,9,23,5.3,"53,848",3 wins & 10 nominations,"$22,400,154",movie,Foreign
The Family Stone,2005,"Comedy, Drama, Romance",6.3,52,56,6.316,"75,904",4 wins & 8 nominations,"$60,062,868",movie,Foreign
The Fog,2005,"Horror, Mystery",3.7,4,27,4.544,"39,558",2 wins,"$29,550,869",movie,Foreign
The Libertine,2004,"Biography, Drama, History",6.2,34,44,5.9,"38,032",2 wins & 8 nominations,"$4,835,065",movie,Foreign
Oliver Twist,2005,"Crime, Drama",6.8,65/10,65,6.7,"34,527",2 wins & 4 nominations,"$2,080,321",movie,Domestic
The Perfect Man,2005,"Comedy, Family, Romance",5.4,6,27,6.1,"32,327",2 wins & 3 nominations,"$16,535,005",movie,Foreign
A Sound of Thunder,2005,"Action, Adventure, Horror",4.2,6,24,4.8,"20,710",4 nominations,"$1,900,451",movie,Domestic
The Weather Man,2005,"Comedy, Drama",6.6,60,61,6.1,"83,936",N/A,"$12,482,775",movie,Foreign
Annapolis,2006,"Drama, Romance, Sport",5.8,10,37,6.8,"22,105",N/A,"$17,127,992",movie,Foreign
The Ant Bully,2006,"Animation, Adventure, Comedy",5.8,62,59,5.7,"42,355",1 win & 4 nominations,"$28,142,535",movie,Foreign
Barnyard,2006,"Animation, Adventure, Comedy",5.6,22,42,5.9,"35,159",3 nominations,"$72,637,803",movie,Foreign
Curious George,2006,"Animation, Adventure, Comedy",6.5,70,62,6.4,"18,466",1 nomination,"$58,360,760",movie,Foreign
The Protector,2005,"Action, Crime, Drama",7.0,53,52,7.1,"39,280",N/A,"$12,044,087",movie,Domestic
The Sentinel,2006,"Action, Crime, Thriller",6.1,35,49,6.04,"52,672",2 nominations,"$36,280,697",movie,Foreign
Van Wilder: The Rise of Taj,2006,"Comedy, Romance",4.8,7,21,5.0,"24,131",1 nomination,"$4,300,645",movie,Foreign
Bratz,2007,"Comedy, Family, Music",3.1,10,21,5.678,"25,043",5 nominations,"$10,010,209",movie,Foreign
The Hitcher,2007,"Crime, Thriller",5.6,19,28,6.9,"45,978",2 wins & 2 nominations,"$16,472,961",movie,Foreign
Mr. Magorium's Wonder Emporium,2007,"Comedy, Family, Fantasy",6.2,39,48,6.234,"48,028",3 nominations,"$32,061,555",movie,Foreign
Nancy Drew,2007,"Comedy, Crime, Family",5.9,50,53,6.1,"21,750",7 nominations,"$25,661,055",movie,Foreign
Space Chimps,2008,"Animation, Adventure, Comedy",4.5,33,36,4.9,"12,721",1 nomination,"$30,105,968",movie,Foreign
Capitalism: A Love Story,2009,"Documentary, Crime, History",7.4,74,61,7.115,"43,926",4 wins & 15 nominations,"$14,363,397",movie,Foreign
This Is It,2009,"Documentary, Music",7.2,81,67,7.19,"42,128",6 wins & 10 nominations,"$72,091,016",movie,Foreign
Cats & Dogs: The Revenge of Kitty Galore,2010,"Action, Comedy, Family",4.4,13,30,5.2,"16,460",1 win & 3 nominations,"$43,585,753",movie,Foreign
Lottery Ticket,2010,Comedy,5.1,34,50,5.6,"11,631",N/A,"$24,719,879",movie,Foreign
Katy Perry: Part of Me,2012,"Documentary, Biography, Music",5.9,75,57,7.2,"13,890",1 win,"$25,326,071",movie,Foreign
A Most Wanted Man,2014,"Crime, Drama, Thriller",6.7,86,73,6.5,"81,262",3 wins & 6 nominations,"$17,237,855",movie,Domestic
The Dinosaur Project,2012,"Action, Adventure, Drama",4.5,29,N/A,5.7,"5,896",N/A,N/A,movie,Foreign
One in the Chamber,2012,"Action, Thriller",5.1,,,,,,,,Foreign
The Forger,2012,"Drama, Family, Mystery",5.3,38,N/A,5.7,"4,889",N/A,N/A,movie,Foreign
Sleepwalk with Me,2012,"Comedy, Drama, Romance",6.7,84,71,6.5,"12,230",3 wins & 4 nominations,"$2,266,067",movie,Foreign
Dark Tide,2012,"Adventure, Drama, Thriller",4.3,0,23,4.8,"9,534",N/A,N/A,movie,Foreign
StreetDance 2,2012,"Drama, Music, Romance",5.6,41,N/A,6.2,"9,574",N/A,N/A,movie,Foreign
Mac & Devin Go to High School,2012,Comedy,4.4,,,,,,,,Foreign
Assassin's Bullet,2012,"Action, Adventure, Comedy",3.6,7,20,3.9,"3,502",N/A,N/A,movie,Foreign
The Resident,2011,"Crime, Drama, Horror",5.3,31,N/A,5.8,"29,853",1 win & 1 nomination,N/A,movie,Domestic
Elephant White,2011,"Action, Crime, Thriller",5.0,,,,,,,,Foreign
The Woman,2011,"Drama, Horror, Thriller",6.0,73,58,6.0,"26,253",12 wins & 4 nominations,N/A,movie,Foreign
Weekend,2011,"Drama, Romance",7.6,95,81,7.3,"33,285",24 wins & 23 nominations,"$484,592",movie,Foreign
A Few Best Men,2011,"Comedy, Romance",5.7,18,N/A,5.7,"13,642",2 nominations,N/A,movie,Foreign
The Caller,2011,"Drama, Horror, Mystery",6.0,38,N/A,6.2,"12,299",1 nomination,N/A,movie,Foreign
Age of Heroes,2011,"Action, Adventure, Drama",5.5,40,N/A,5.5,"10,254",2 nominations,N/A,movie,Foreign
I Melt with You,2011,Drama,5.9,16,26,5.3,"6,501",1 win & 2 nominations,"$6,361",movie,Foreign
A Better Life,2011,"Drama, Romance",7.2,86,64,7.2,"16,673",Nominated for 1 Oscar. 5 wins & 10 nominations total,"$1,759,252",movie,Foreign
Beneath the Darkness,2011,"Horror, Mystery, Thriller",4.5,0,22,4.8,"6,397",1 nomination,N/A,movie,Foreign
Red Dog,2011,"Biography, Comedy, Drama",7.3,84,N/A,7.3,"19,633",12 wins & 15 nominations,N/A,movie,Domestic
Tiny Furniture,2010,"Comedy, Drama, Romance",6.2,80,72,5.7,"14,877",5 wins & 8 nominations,"$391,674",movie,Foreign
Repeaters,2010,"Action, Crime, Drama",5.7,20,N/A,5.8,"7,090",1 win & 9 nominations,N/A,movie,Foreign
Barney's Version,2010,"Comedy, Drama",7.3,77,67,7.0,"26,621",Nominated for 1 Oscar. 18 wins & 19 nominations total,"$4,439,201",movie,Foreign
The River Why,2010,"Drama, Romance",5.5,,,,,,,,Foreign
Cyrus,2010,"Comedy, Drama, Romance",6.3,80,74,5.9,"36,854",7 nominations,"$7,468,936",movie,Foreign
Dread,2009,"Drama, Horror, Thriller",5.6,,,,,,,,Domestic
The Other Woman,2009,Drama,6.3,38,37,6.2,"19,921",N/A,"$25,423",movie,Foreign
The Revenant,2009,"Comedy, Fantasy, Horror",6.3,56,57,6.2,"11,363",8 wins & 3 nominations,N/A,movie,Foreign
Unmade Beds,2009,"Comedy, Drama",6.4,79,66,5.6,"2,588",2 wins & 2 nominations,N/A,movie,Foreign
Horsemen,2009,"Crime, Mystery, Thriller",5.5,17,N/A,5.9,"24,379",N/A,N/A,movie,Foreign
Paper Man,2009,"Comedy, Drama",6.5,32,37,6.3,"20,335",1 win,"$13,514",movie,Foreign
Cracks,2009,"Drama, Mystery, Thriller",6.6,47,54,6.7,"21,293",3 nominations,"$29,683",movie,Domestic
Get Low,2009,"Drama, Mystery",7.0,84,77,6.7,"24,141",4 wins & 28 nominations,"$9,176,933",movie,Foreign
Ninja,2009,"Action, Thriller",5.5,,,,,,,,Foreign
Forget Me Not,2009,"Adventure, Horror, Mystery",5.1,,,,,,,,Foreign
Defendor,2009,"Comedy, Crime, Drama",6.7,72,57,6.4,"37,686",1 win & 7 nominations,"$44,462",movie,Domestic
The Proposition,2005,"Crime, Drama, Western",7.3,85,73,7.0,"55,642",14 wins & 30 nominations,"$1,903,434",movie,Foreign
Fido,2006,"Comedy, Drama, Horror",6.7,72,70,6.442,"30,236",13 wins & 15 nominations,"$304,533",movie,Foreign
My Blueberry Nights,2007,"Drama, Romance",6.6,45,51,6.4,"56,927",5 nominations,"$867,275",movie,Domestic
