Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
496,tt15334430,2023-03-16,2023-03-16,"January 13, 2023","Dog Gone","Dog Gone",https://www.imdb.com/title/tt15334430/,Movie,6.1,95,2023,"Biography, Drama, Family",6530,2023-01-13,"Stephen Herek"
497,tt24640474,2023-03-16,2023-03-16,"January 13, 2023","Disconnect: The Wedding Planner","Disconnect: The Wedding Planner",https://www.imdb.com/title/tt24640474/,Movie,4.0,106,2022,"Comedy, Romance",214,2023-01-13,"David 'Tosh' Gitonga"
498,tt12547822,2023-03-16,2023-03-16,"19 January 2023","Run Rabbit Run","Run Rabbit Run",https://www.imdb.com/title/tt12547822/,Movie,5.0,100,2023,"Drama, Horror, Mystery, Thriller",12175,2023-06-28,"Daina Reid"
499,tt13131232,2023-03-16,2023-03-16,"Hindi - January 20, 2023","Mission Majnu","Mission Majnu",https://www.imdb.com/title/tt13131232/,Movie,7.0,129,2023,"Action, Drama, History, Thriller",44765,2023-01-20,"Shantanu Bagchi"
500,tt14826022,2023-03-16,2023-03-16,"January 27, 2023","You People","You People",https://www.imdb.com/title/tt14826022/,Movie,5.5,117,2023,"Comedy, Romance",64477,2023-01-27,"Kenya Barris"
501,tt2353868,2023-03-16,2023-03-16,"February 3, 2023","True Spirit","True Spirit",https://www.imdb.com/title/tt2353868/,Movie,6.8,109,2023,"Adventure, Biography, Drama, Family, Sport",10878,2023-02-03,"Sarah Spillane"
502,tt12823454,2023-03-16,2023-03-16,"February 10, 2023","Your Place or Mine","Your Place or Mine",https://www.imdb.com/title/tt12823454/,Movie,5.7,109,2023,"Comedy, Romance",41293,2023-02-10,"Aline Brosh McKenna"
503,tt16437278,2023-03-16,2023-03-16,"February 22, 2023","The Strays","The Strays",https://www.imdb.com/title/tt16437278/,Movie,4.9,100,2023,"Drama, Mystery, Thriller",12475,2023-02-22,"Nathaniel Martello-White"
504,tt7798604,2023-03-16,2023-03-16,"February 24, 2023","We Have a Ghost","We Have a Ghost",https://www.imdb.com/title/tt7798604/,Movie,6.1,126,2023,"Adventure, Comedy, Family, Fantasy, Horror, Mystery",34406,2023-02-24,"Christopher Landon"
505,tt18747542,2023-04-21,2023-04-21,"March 8, 2023","Faraway","Faraway",https://www.imdb.com/title/tt18747542/,Movie,6.7,109,2023,"Comedy, Drama, Romance",6105,2023-03-08,"Vanessa Jopp"
506,tt3155298,2023-03-16,2023-03-16,"March 10, 2023","Luther: The Fallen Sun","Luther: The Fallen Sun",https://www.imdb.com/title/tt3155298/,Movie,6.4,129,2023,"Action, Crime, Drama, Mystery, Thriller",67346,2023-03-10,"Jamie Payne"
507,tt2560092,2023-03-16,2023-03-16,"March 17, 2023","The Magician's Elephant","The Magician's Elephant",https://www.imdb.com/title/tt2560092/,Movie,6.5,99,2023,"Animation, Adventure, Comedy, Drama, Family, Fantasy",6146,2023-03-17,"Wendy Rogers"
508,tt22297828,2023-03-16,2023-03-16,"Hindi - March 24, 2023","Chor Nikal Ke Bhaga","Chor Nikal Ke Bhaga",https://www.imdb.com/title/tt22297828/,Movie,7.2,110,2023,"Crime, Drama, Thriller",54649,2023-03-24,"Ajay Singh"
509,tt15255288,2023-03-16,2023-03-16,"March 31, 2023","Murder Mystery 2","Murder Mystery 2",https://www.imdb.com/title/tt15255288/,Movie,5.7,90,2023,"Action, Adventure, Comedy, Crime, Mystery, Romance",73016,2023-03-31,"Jeremy Garelick"
510,tt14923260,2023-03-16,2023-03-16,"April 7, 2023","Chupa","Chupa",https://www.imdb.com/title/tt14923260/,Movie,5.5,95,2023,"Action, Adventure, Drama, Family, Fantasy",7577,2023-04-07,"Jonás Cuarón"
511,tt13014820,2023-04-21,2023-04-21,"April 7, 2023","Kings of Mulberry Street: Let Love Reign","Kings of Mulberry Street: Let Love Reign",https://www.imdb.com/title/tt13014820/,Movie,4.8,109,2023,"Adventure, Comedy, Drama, Family",111,2023-04-07,"Judy Naidoo"
512,tt20115096,2023-03-16,2023-06-01,"April 21, 2023","A Tourist's Guide to Love","A Tourist's Guide to Love",https://www.imdb.com/title/tt20115096/,Movie,5.8,94,2023,"Adventure, Comedy, Romance",7634,2023-04-21,"Steven K. Tsuchida"
513,tt6968614,2023-04-21,2023-04-21,"May 12, 2023","The Mother","The Mother",https://www.imdb.com/title/tt6968614/,Movie,5.6,115,2023,"Action, Thriller",49607,2023-05-12,"Niki Caro"
514,tt18413766,2023-04-21,2023-04-21,"Hindi - May 19, 2023","Kathal: A Jackfruit Mystery","Kathal: A Jackfruit Mystery",https://www.imdb.com/title/tt18413766/,Movie,6.7,115,2023,"Comedy, Crime, Drama, Mystery",9359,2023-05-19,"Yashowardhan Mishra"
515,tt12263384,2023-04-21,2023-04-21,"June 16, 2023","Extraction II","Extraction 2",https://www.imdb.com/title/tt12263384/,Movie,7.0,122,2023,"Action, Crime, Thriller",156580,2023-06-16,"Sam Hargrave"
516,tt8400584,2023-04-21,2023-04-21,"June 23, 2023","The Perfect Find","The Perfect Find",https://www.imdb.com/title/tt8400584/,Movie,5.2,99,2023,"Comedy, Drama, Romance",3408,2023-06-23,"Numa Perrier"
517,tt27728519,2023-06-01,2023-06-01,"June 23, 2023","iNumber Number: Jozi Gold","iNumber Number: Jozi Gold",https://www.imdb.com/title/tt27728519/,Movie,4.4,113,2023,"Action, Adventure, Crime",506,2023-06-23,"Donovan Marsh"
518,tt27989067,2023-07-01,2023-07-01,"Hindi - June 29, 2023","Lust Stories 2","Lust Stories 2",https://www.imdb.com/title/tt27989067/,Movie,5.8,132,2023,"Drama, Romance",51581,2023-06-29,"R Balki, Sujoy Ghosh, Amit Ravindernath Sharma, Konkona Sen Sharma"
519,tt19500164,2023-06-01,2023-06-01,"June 30, 2023","Nimona","Nimona",https://www.imdb.com/title/tt19500164/,Movie,7.5,101,2023,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi, Thriller",53211,2023-06-30,"Nick Bruno, Troy Quane"
520,tt11274492,2023-06-01,2023-06-01,"July 7, 2023","The Out-Laws","The Out-Laws",https://www.imdb.com/title/tt11274492/,Movie,5.4,95,2023,"Action, Comedy, Crime, Romance",38210,2023-07-07,"Tyler Spindel"
521,tt9873892,2023-07-01,2023-07-01,"July 21, 2023","They Cloned Tyrone","They Cloned Tyrone",https://www.imdb.com/title/tt9873892/,Movie,6.6,122,2023,"Comedy, Mystery, Sci-Fi, Thriller",43126,2023-07-21,"Juel Taylor"
522,tt15509244,2023-07-01,2023-07-01,"July 27, 2023","Happiness for Beginners","Happiness for Beginners",https://www.imdb.com/title/tt15509244/,Movie,6.1,103,2023,"Comedy, Drama, Romance",20124,2023-07-27,"Vicky Wight"
523,tt13603966,2023-07-01,2023-07-01,"August 11, 2023","Heart of Stone","Heart of Stone",https://www.imdb.com/title/tt13603966/,Movie,5.7,122,2023,"Action, Crime, Thriller",62636,2023-08-11,"Tom Harper"
524,tt28508739,2023-08-11,2023-08-11,"August 18, 2023","Love, Sex and 30 Candles","Love, Sex and 30 Candles",https://www.imdb.com/title/tt28508739/,Movie,4.2,106,2023,"Drama, Romance",193,2023-08-18,"Stephina Zwane"
525,tt8637498,2023-08-11,2023-08-11,"August 18, 2023","The Monkey King","The Monkey King",https://www.imdb.com/title/tt8637498/,Movie,5.8,97,2023,"Animation, Action, Adventure, Comedy, Family, Fantasy",6888,2023-08-18,"Anthony Stacchi"
526,tt21276878,2023-08-11,2023-08-11,"August 25, 2023","You Are So Not Invited to My Bat Mitzvah","You Are So Not Invited to My Bat Mitzvah",https://www.imdb.com/title/tt21276878/,Movie,6.0,103,2023,"Comedy",25187,2023-08-25,"Sammi Cohen"
527,tt28568397,2023-08-11,2023-09-23,"Hindi - September 1, 2023","Friday Night Plan","Friday Night Plan",https://www.imdb.com/title/tt28568397/,Movie,6.5,108,2023,"Comedy, Drama",1999,2023-09-01,"Vatsal Neelakantan"
528,tt2183014,2023-08-11,2023-08-11,"September 15, 2023","Love at First Sight","Love at First Sight",https://www.imdb.com/title/tt2183014/,Movie,6.8,91,2023,"Drama, Romance",36449,2023-09-15,"Vanessa Caswill"
529,tt15748830,2023-09-23,2023-09-23,"Hindi - September 21, 2023","Jaane Jaan","Jaane Jaan",https://www.imdb.com/title/tt15748830/,Movie,7.0,139,2023,"Crime, Drama, Mystery, Thriller",15050,2023-09-21,"Sujoy Ghosh"
530,tt13978520,2023-08-11,2023-08-11,"September 22, 2023","Spy Kids: Armageddon","Spy Kids: Armageddon",https://www.imdb.com/title/tt13978520/,Movie,4.3,97,2023,"Action, Comedy, Family, Sci-Fi",3631,2023-09-22,"Robert Rodriguez"
531,tt24083908,2023-09-23,2023-09-23,"September 22, 2023","The Black Book","The Black Book",https://www.imdb.com/title/tt24083908/,Movie,5.2,124,2023,"Thriller",1385,2023-09-22,"Editi Effiong"
532,tt28073548,2023-09-23,2023-09-23,"September 28, 2023","Love Is in the Air","Love Is in the Air",https://www.imdb.com/title/tt28073548/,Movie,5.6,88,2023,"Comedy, Drama, Romance",4470,2023-09-28,"Adrian Powers"
533,tt13274016,2023-09-23,2023-09-23,"September 29, 2023","Reptile","Reptile",https://www.imdb.com/title/tt13274016/,Movie,6.8,134,2023,"Crime, Drama, Mystery, Thriller",96789,2023-09-29,"Grant Singer"
534,tt15433600,2023-09-23,2023-09-23,"October 5, 2023","Khufiya","Khufiya",https://www.imdb.com/title/tt15433600/,Movie,6.1,157,2023,"Action, Biography, Crime, Drama, Mystery, Thriller",7785,2023-10-05,"Vishal Bhardwaj"
535,tt16304446,2023-09-23,2023-09-23,"October 13, 2023","Fair Play","Fair Play",https://www.imdb.com/title/tt16304446/,Movie,6.4,113,2023,"Drama, Mystery, Thriller",41459,2023-10-06,"Chloe Domont"
536,tt27048691,2023-09-23,2023-09-23,"October 20, 2023","Kandasamys: The Baby","Kandasamys: The Baby",https://www.imdb.com/title/tt27048691/,Movie,4.8,93,2023,"Comedy",221,2023-10-20,"Jayan Moodley"
537,tt18394190,2023-09-23,2023-09-23,"October 20, 2023","Old Dads","Old Dads",https://www.imdb.com/title/tt18394190/,Movie,6.2,104,2023,"Comedy",43229,2023-10-20,"Bill Burr"
538,tt15257160,2023-09-23,2023-09-23,"October 27, 2023","Pain Hustlers","Pain Hustlers",https://www.imdb.com/title/tt15257160/,Movie,6.6,123,2023,"Crime, Drama",49089,2023-10-27,"David Yates"
539,tt24870072,2023-11-01,2023-11-01,"November 1, 2023","Locked In","Locked In",https://www.imdb.com/title/tt24870072/,Movie,5.1,96,2023,"Drama, Mystery, Thriller",10105,2023-11-01,"Nour Wazzi"
540,tt5302918,2023-09-23,2023-09-23,"November 3, 2023","Nyad","Nyad",https://www.imdb.com/title/tt5302918/,Movie,7.1,121,2023,"Biography, Drama, Sport",40913,2023-11-03,"Jimmy Chin, Elizabeth Chai Vasarhelyi"
541,tt1136617,2023-09-23,2023-09-23,"November 10, 2023","The Killer","The Killer",https://www.imdb.com/title/tt1136617/,Movie,6.7,118,2023,"Action, Adventure, Crime, Drama, Thriller",198969,2023-11-10,"David Fincher"
542,tt7038762,2023-09-23,2023-09-23,"November 16, 2023","Best. Christmas. Ever!","Best. Christmas. Ever!",https://www.imdb.com/title/tt7038762/,Movie,4.4,82,2023,"Comedy, Romance",9841,2023-11-16,"Mary Lambert"
543,tt14160834,2023-09-23,2023-09-23,"November 17, 2023","Rustin","Rustin",https://www.imdb.com/title/tt14160834/,Movie,6.5,106,2023,"Biography, Drama, History",13426,2023-11-17,"George C. Wolfe"
544,tt21448346,2023-11-01,2023-11-01,"November 17, 2023","The Queenstown Kings","The Queenstown Kings",https://www.imdb.com/title/tt21448346/,Movie,4.6,137,2023,"Drama, Sport",195,2023-11-17,"Jahmil X.T. Qubeka"
545,tt5755238,2023-09-23,2023-09-23,"November 21, 2023","Leo","Leo",https://www.imdb.com/title/tt5755238/,Movie,7.0,102,2023,"Animation, Adventure, Comedy, Family, Musical",39466,2023-11-21,"Robert Marianetti, Robert Smigel, David Wachtenheim"
546,tt14227048,2023-09-23,2023-09-23,"November 30, 2023","Family Switch","Family Switch",https://www.imdb.com/title/tt14227048/,Movie,5.7,106,2023,"Comedy, Family",27703,2023-11-30,"McG"
547,tt15979666,2023-09-23,2023-09-23,"Hindi - December 7, 2023","The Archies","The Archies",https://www.imdb.com/title/tt15979666/,Movie,4.3,141,2023,"Comedy, Drama, Musical, Romance",52982,2023-12-07,"Zoya Akhtar"
548,tt12747748,2023-09-23,2023-09-23,"December 8, 2023","Leave the World Behind","Leave the World Behind",https://www.imdb.com/title/tt12747748/,Movie,6.4,138,2023,"Drama, Mystery, Thriller",216144,2023-12-08,"Sam Esmail"
549,tt8337264,2023-09-23,2023-09-23,"December 15, 2023","Chicken Run: Dawn of the Nugget","Chicken Run: Dawn of the Nugget",https://www.imdb.com/title/tt8337264/,Movie,6.4,98,2023,"Animation, Adventure, Comedy, Family",24892,2023-12-15,"Sam Fell, Jeff Newitt"
550,tt5535276,2023-09-23,2023-09-23,"December 20, 2023","Maestro","Maestro",https://www.imdb.com/title/tt5535276/,Movie,6.5,129,2023,"Biography, Drama, History, Music, Romance",64707,2023-12-20,"Bradley Cooper"
551,tt14998742,2023-09-23,2023-09-23,"December 22, 2023","Rebel Moon - Part One: A Child of Fire","Rebel Moon - Part One: A Child of Fire",https://www.imdb.com/title/tt14998742/,Movie,5.6,133,2023,"Action, Adventure, Drama, Fantasy, Sci-Fi",130355,2023-12-21,"Zack Snyder"
552,tt15434074,2023-12-01,2023-12-01,"Hindi - December 26, 2023","Kho Gaye Hum Kahan","Kho Gaye Hum Kahan",https://www.imdb.com/title/tt15434074/,Movie,7.4,135,2023,"Comedy, Drama, Romance",30638,2023-12-26,"Arjun Varain Singh"
553,tt19887550,2023-12-01,2023-12-01,"January 5, 2024","Good Grief","Good Grief",https://www.imdb.com/title/tt19887550/,Movie,6.4,100,2023,"Comedy, Drama, Romance",11111,2024-01-05,"Dan Levy"
554,tt14371878,2023-12-01,2023-12-01,"January 12, 2024","Lift","Lift",https://www.imdb.com/title/tt14371878/,Movie,5.5,107,2024,"Action, Comedy, Crime, Drama, Thriller",45151,2024-01-12,"F. Gary Gray"
555,tt4460800,2023-12-01,2024-02-25,"January 19, 2024","The Kitchen","The Kitchen",https://www.imdb.com/title/tt4460800/,Movie,4.8,107,2023,"Adventure, Drama, Sci-Fi, Thriller",8189,2024-01-19,"Daniel Kaluuya, Kibwe Tavares"
556,tt28066777,2024-02-25,2024-02-25,"February 2, 2024","Orion and the Dark","Orion and the Dark",https://www.imdb.com/title/tt28066777/,Movie,6.3,93,2024,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",15427,2024-02-02,"Sean Charmatz"
557,tt27936770,2024-02-25,2024-02-25,"Hindi - February 9, 2024","Bhakshak","Bhakshak",https://www.imdb.com/title/tt27936770/,Movie,7.2,134,2024,"Crime, Drama",6656,2024-02-09,"Pulkit"
558,tt14833464,2024-02-25,2024-02-25,"February 14, 2024","Players","Players",https://www.imdb.com/title/tt14833464/,Movie,5.7,105,2024,"Comedy, Romance",11120,2024-02-14,"Trish Sie"
559,tt28943323,2024-02-25,2024-02-25,"February 14, 2024","A Soweto Love Story","A Soweto Love Story",https://www.imdb.com/title/tt28943323/,Movie,4.3,101,2024,"Comedy, Romance",237,2024-02-14,"Rolie Nikiwe"
560,tt26861992,2024-02-25,2024-02-25,"February 23, 2024","Mea Culpa","Mea Culpa",https://www.imdb.com/title/tt26861992/,Movie,4.2,120,2024,"Crime, Drama, Thriller",6383,2024-02-23,"Tyler Perry"
561,tt14764464,2024-02-25,2024-02-25,"February 28, 2024","Code 8: Part II","Code 8: Part II",https://www.imdb.com/title/tt14764464/,Movie,5.7,100,2024,"Action, Crime, Drama, Sci-Fi, Thriller",14545,2024-02-28,"Jeff Chan"
562,tt11097384,2024-02-25,2024-02-25,"March 1, 2024","Spaceman","Spaceman",https://www.imdb.com/title/tt11097384/,Movie,5.7,107,2024,"Adventure, Drama, Sci-Fi",39076,2024-03-01,"Johan Renck"
563,tt13452446,2024-02-25,2024-02-25,"March 8, 2024","Damsel","Damsel",https://www.imdb.com/title/tt13452446/,Movie,6.1,110,2024,"Action, Adventure, Fantasy",100413,2024-03-08,"Juan Carlos Fresnadillo"
564,tt21957774,2024-02-25,2024-02-25,"March 15, 2024","Irish Wish","Irish Wish",https://www.imdb.com/title/tt21957774/,Movie,5.2,93,2024,"Comedy, Fantasy, Romance",18270,2024-03-15,"Janeen Damian"
565,tt27028399,2024-02-25,2024-02-25,"Hindi - March 15, 2024","Murder Mubarak","Murder Mubarak",https://www.imdb.com/title/tt27028399/,Movie,5.9,140,2024,"Comedy, Mystery, Romance",50658,2024-03-15,"Homi Adajania"
566,tt31800329,2024-06-20,2024-06-20,"March 15, 2024","The Wonderful Story of Henry Sugar and Three More","The Wonderful Story of Henry Sugar and Three More",https://www.imdb.com/title/tt31800329/,Movie,7.1,88,2024,"Comedy, Drama, Fantasy",4074,2024-03-15,"Wes Anderson"
567,tt14077516,2024-02-25,2024-02-25,"March 22, 2024","Shirley","Shirley",https://www.imdb.com/title/tt14077516/,Movie,6.2,117,2024,"Biography, Drama, History",2839,2024-03-22,"John Ridley"
568,tt31123288,2024-02-25,2024-02-25,"March 22, 2024","The Casagrandes Movie","The Casagrandes Movie",https://www.imdb.com/title/tt31123288/,Movie,5.6,89,2024,"Animation, Adventure, Comedy, Family, Fantasy",577,2024-03-22,"Miguel Puga"
569,tt28943278,2024-02-25,2024-02-25,"March 29, 2024","Heart of the Hunter","Heart of the Hunter",https://www.imdb.com/title/tt28943278/,Movie,4.7,105,2024,"Action, Thriller",1906,2024-03-29,"Mandla Dube"
570,tt5113010,2024-02-25,2024-02-25,"March 29, 2024","The Beautiful Game","The Beautiful Game",https://www.imdb.com/title/tt5113010/,Movie,6.3,125,2024,"Drama, Sport",7287,2024-03-29,"Thea Sharrock"
571,tt21279806,2024-02-25,2024-02-25,"April 5, 2024","Scoop","Scoop",https://www.imdb.com/title/tt21279806/,Movie,6.5,102,2024,"Biography, Drama",18631,2024-04-05,"Philip Martin"
572,tt26658272,2024-06-20,2024-06-20,"April 12, 2024","Amar Singh Chamkila","Amar Singh Chamkila",https://www.imdb.com/title/tt26658272/,Movie,7.8,145,2024,"Biography, Drama, Music, Romance",15312,2024-04-12,"Imtiaz Ali"
573,tt20221690,2024-02-25,2024-02-25,"April 12, 2024","Woody Woodpecker Goes to Camp","Woody Woodpecker Goes to Camp",https://www.imdb.com/title/tt20221690/,Movie,4.5,100,2024,"Animation, Adventure, Comedy, Family, Fantasy",2279,2024-04-12,"Jonathan A. Rosenbaum"
574,tt23137904,2024-02-25,2024-02-25,"April 19, 2024","Rebel Moon - Part Two: The Scargiver","Rebel Moon - Part Two: The Scargiver",https://www.imdb.com/title/tt23137904/,Movie,5.3,122,2024,"Action, Adventure, Drama, Fantasy, Sci-Fi",54909,2024-04-19,"Zack Snyder"
575,tt14914430,2024-06-20,2024-06-20,"May 3, 2024","Unfrosted","Unfrosted",https://www.imdb.com/title/tt14914430/,Movie,5.5,93,2024,"Biography, Comedy, History",32104,2024-05-03,"Jerry Seinfeld"
576,tt26926267,2024-06-20,2024-06-20,"May 9, 2024","Mother of the Bride","Mother of the Bride",https://www.imdb.com/title/tt26926267/,Movie,4.8,88,2024,"Comedy, Drama, Romance",15122,2024-05-09,"Mark Waters"
577,tt10442352,2024-06-20,2024-06-20,"May 17, 2024","Thelma the Unicorn","Thelma the Unicorn",https://www.imdb.com/title/tt10442352/,Movie,5.8,93,2024,"Animation, Adventure, Comedy, Family, Fantasy, Musical",2527,2024-05-17,"Jared Hess, Lynn Wang"
578,tt14856980,2024-06-20,2024-06-20,"May 24, 2024","Atlas","Atlas",https://www.imdb.com/title/tt14856980/,Movie,5.6,118,2024,"Action, Adventure, Drama, Sci-Fi, Thriller",51670,2024-05-24,"Brad Peyton"
579,tt9471678,2024-06-20,2024-06-20,"June 14, 2024","Ultraman: Rising","Ultraman: Rising",https://www.imdb.com/title/tt9471678/,Movie,6.9,117,2024,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",5437,2024-06-14,"Shannon Tindle, John Aoshima"
580,tt5834874,2024-06-20,2024-06-20,"June 21, 2024","Trigger Warning","Trigger Warning",https://www.imdb.com/title/tt5834874/,Movie,4.6,106,2024,"Action, Crime, Thriller",17476,2024-06-21,"Mouly Surya"
581,tt21051906,2024-06-20,2024-06-20,"June 28, 2024","A Family Affair","A Family Affair",https://www.imdb.com/title/tt21051906/,Movie,5.3,111,2024,"Comedy, Drama, Romance",31634,2024-06-28,"Richard LaGravenese"
582,tt3083016,2024-06-20,2024-06-20,"July 3, 2024","Beverly Hills Cop: Axel F","Beverly Hills Cop: Axel F",https://www.imdb.com/title/tt3083016/,Movie,6.5,118,2024,"Action, Comedy, Crime, Thriller",72167,2024-07-03,"Mark Molloy"
583,tt31514262,2024-06-20,2024-06-20,"Hindi - July 10, 2024","Wild Wild Punjab","Wild Wild Punjab",https://www.imdb.com/title/tt31514262/,Movie,6.2,109,2024,"Comedy, Romance",15013,2024-07-10,"Simarpreet Singh"
584,tt32615298,2024-06-20,2024-06-20,"July 12, 2024","Lobola Man","Lobola Man",https://www.imdb.com/title/tt32615298/,Movie,4.5,108,2024,"Comedy, Romance",174,2024-07-12,"Thabang Moleya"
585,tt19862722,2024-06-20,2024-06-20,"July 19, 2024","Find Me Falling","Find Me Falling",https://www.imdb.com/title/tt19862722/,Movie,6.3,93,2024,"Comedy, Music, Romance",10868,2024-07-19,"Stelana Kliris"
